ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Varumärke
\n• Halkskyddade fötter
\n• Inklusive oljetråg
\n• Lampor för ström och klar
\n• Överhettningsskydd
\n• Flytande gångjärnssystem anpassar sig automatiskt till alla storlekar av rostat bröd, snacks eller kött
\n• Storlek på tallrik: 28 x 17 cm
\n• Effekt: 1600 watt",,,taxable,,1,,,0,0,,,,,0,,,699,"Hem & Hushåll > Grillar, Hem & Hushåll",,,https://vitvarudelen.se/wp-content/uploads/2025/01/16240108.jpg,,,,,,,,,0,
8253,simple,KABT150EBK,Brödrost,1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: KABT150EBK","<strong>Tillverkarens artikelnummer</strong>: KABT150EBK
\n
\n• Brödrost på 700 W som passar för 2 brödskivor
\n• 6 rostningsinställningar för den rostningsnivå du vill ha
\n• Praktisk uppfällbar smulbricka
\n• Kompakt konstruktion med sladdförvaringsfunktion",,,taxable,,1,,,0,0,,,,,0,,,279,"Hem & Hushåll > Matlagning",,,https://vitvarudelen.se/wp-content/uploads/2025/01/KABT150EBK.webp,,,,,,,,,0,Nedis
8255,simple,FCPC100RD,"popcorn maskin",1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: FCPC100RD","<strong>Tillverkarens artikelnummer</strong>: FCPC100RD
\n
\n• Snygg retropopcornmaskin för färska, välsmakande och hälsosamma popcorn
\n• Använd varm luft, inget smör eller olja behövs
\n• Snabb och enkel att använda, behöver bara 2 till 4 minuter
\n• Gör 40 till 60 gram popcorn per portion
\n• Lätt att rengöra tack vare löstagbara delar",,,taxable,,1,,,0,0,,,,,0,,,429,"Hem & Hushåll, Nedis, Hem & Hushåll > Popcorn maskin",,,https://vitvarudelen.se/wp-content/uploads/2025/01/Nedis-FCPC100RD.jpg,,,,,,,,,0,Nedis
8257,simple,KAWD100FBK,"Hot Water Dispenser",1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: KAWD100FBK","<strong>Tillverkarens artikelnummer</strong>: KAWD100FBK
\n
\n• Häll ut och stoppa varmvatten med en knapptryckning
\n• Välj mellan kontinuerligt flöde eller bara en kopp
\n• Energibesparing - kokande vatten finns tillgängligt på 5-10 sekunder
\n• Skydd mot torrkokning och överhettning - för säker användning
\n• Klart vattennivåfönster och indikatorlampor när vattnet håller på att ta slut
\n• Avtagbar droppbricka med lock i rostfritt stål - för enkel rengöring
\n• Justerbar höjd - för olika storlekar på kuporna
\n• Kalkavlagringar – för att indikera när kalkavlagringar kan behövas
\n• Med filterbox för vattenfilter (WF047)",,,taxable,,1,,,0,0,,,,,0,,,999,"Hem & Hushåll, Nedis",,,https://vitvarudelen.se/wp-content/uploads/2025/01/KAWD100FBK.jpg,,,,,,,,,0,Nedis
8259,simple,KACM310FBK,"Kaffebryggare med resemugg",1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: KACM310FBK","<strong>Tillverkarens artikelnummer</strong>: KACM310FBK
\n
\n• Automatisk avstängning - säker och energisnål
\n• Timer - ser till att kaffet är klart när det passar dig bäst
\n• Blå, bakgrundsbelyst LCD-skärm - visar aktuell tid
\n• Den är nätt och elegant i rostfritt stål med högblank svart finish - passar in i all inredning och på alla köksbänkar
\n• Resemugg med lock ingår - som passar mugghållaren i bilen
\n• Muggen är isolerad med dubbla väggar som håller kaffet varmt samtidigt som den förblir sval på utsidan
\n
\nNedis kaffebryggare för en kopp är perfekt för stressiga morgnar.
\nVarje omgång innehåller tillräckligt mycket kaffe för att fylla den medföljande resemuggen. Du behöver inte lägga tid på att hälla upp kaffe från en vanlig mugg eller kaffekanna i din resemugg, så det ger dig också mindre disk.
\nStäll in timern för ännu effektivare användning så ser den till att kaffet är klart när du ska gå hemifrån. Sätt bara på locket när du är redo att ge dig av.
\nOroa dig inte över om du har glömt att stänga av kaffebryggaren, den stängs av automatiskt efter en period av inaktivitet",,,taxable,,1,,,0,0,,,,,0,,,479,"Hem & Hushåll, Hem & Hushåll > Hushållsapparater, Hem & Hushåll > Hushållsapparater > Kaffe, Nedis",,,"https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P11.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P10.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P11-1.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P30.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P40.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P45.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P46.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/KACM310FBK_P59.jpg",,,,,,,,,0,Nedis
8261,simple,KAWK320EGS,"Vatten kokare",1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: KAWK320EGS","<strong>Tillverkarens artikelnummer</strong>: KAWK320EGS
\n
\n• Säkerhetslock - låses säkert på plats och öppnas med ett tryck
\n• Bas som kan roteras 360° - gör det enkelt att lyfta av och sätta tillbaka vattenkokaren
\n• Sladdlös - för enkel påfyllning och upphällning
\n• Vattennivåindikator på båda sidorna - praktiskt för både vänster- och högerhänta
\n• Löstagbart filter - enkelt att rengöra
\n• Kapacitet på 1.7 liter
\n• Glashölje med detaljer i rostfritt stål - elegant och hållbar
\n• Automatisk avstängning och torrkokningsskydd - för din säkerhet
\n• Blå LED-lampa - visar om vattenkokaren används
\n• 5 olika värmenivåer (50-70-80-90 samt 100°C) som ändrar färg beroende på vattentemperaturen
\n• Keep-warm funktion, som bibehåller den önskade temperaturen i upp till 30 minuter
\n• Vattenkokaren har ett dolt värmeelement som gör den enkel att hålla ren
\n
\n&nbsp;
\n
\nhttps://youtu.be/lhElgXxsDrc
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,529,"Hem & Hushåll > Hushållsapparater",,,https://vitvarudelen.se/wp-content/uploads/2025/01/KAWK320EGS.webp,,,,,,,,,0,Nedis
8265,simple,KAEB130EAL,Äggkokare,1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: KAEB130EAL","<strong>Tillverkarens artikelnummer</strong>: KAEB130EAL
\n<div class=""col-md-7 col-lg-7 col-xl-8 description-wrap"">
\n<div class=""description px-3"">
\n<div>
\n<div class=""d-flex flex-column"">
\n<div class=""position-relative"">
\n<div class="""">
\n<p class=""p-0 m-0"">• Koka upp till 8 ägg som du vill ha dem - lös-, medel eller hårdkokta
\n• Pocheringstråg - för 4 perfekt pocherade ägg
\n• Av-/på-strömbrytare - med inbyggd timer
\n• Icke-elektriska delar (lock och ställ) kan maskindiskas
\n• Snygg design - rostfritt stål av hög kvalitet
\n• Kompakt, rektangulär design - enkel att förvara
\n• Kabelförvaring i basen - håller din köksbänk snygg och prydlig</p>
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""col-md-5 col-lg-5 col-xl-4 mb-3"">
\n<div></div>
